strain	Accession	source	country	division	location	date	original_annotated_subtype	original_annotated_genotype	clade_membership
HCV/4701/JX472008/USA/2003	JX472008	ncbi	USA	?	?	2003-XX-XX	?	?	1
HCV/2A_JFH21/AB690460/JAPAN/2011	AB690460	ncbi	Japan	Tokyo	?	2011-12-01	2a	2	2
2A_J6CF/JFH21	AB690461	ncbi	Japan	Tokyo	?	2011-12-01	2a	2	2
HCV/HCV-B5808/AB677527/JAPAN/1993	AB677527	ncbi	Japan	Tokorozawa	 Saitama	1993-11-16	?	?	?
HCV/HCV-M4430/AB677528/JAPAN/2010	AB677528	ncbi	Japan	Tokorozawa	Saitama	2010-05-12	?	?	?
HCV/HCV-M4416/AB677529/JAPAN/1997	AB677529	ncbi	Japan	Tokorozawa	Saitama	1997-09-03	?	?	?
HCV/HCV-M4414/AB677530/JAPAN/1998	AB677530	ncbi	Japan	Tokorozawa	Saitama	1998-08-22	?	?	?
HCV/HCV-M4431/AB677531/JAPAN/2003	AB677531	ncbi	Japan	Tokorozawa	Saitama	2003-05-19	?	?	?
HCV/HCV-M2777/AB677532/JAPAN/2010	AB677532	ncbi	Japan	Tokorozawa	Saitama	2010-04-12	?	?	?
HCV/HCV-M8774/AB677533/JAPAN/2011	AB677533	ncbi	Japan	Tokorozawa	Saitama	2011-01-12	?	?	?
HCV/3A_RASILBS3/JQ717254/INDIA/2010	JQ717254	ncbi	India	?	?	2010-09-27	3a	3	3
HCV/3A_RASILBS4/JQ717255/INDIA/2010	JQ717255	ncbi	India	?	?	2010-12-10	3a	3	3
HCV/3A_RASILBS5/JQ717256/INDIA/2011	JQ717256	ncbi	India	?	?	2011-04-07	3a	3	3
HCV/3A_ILBSRAS6/JQ717257/INDIA/2011	JQ717257	ncbi	India	?	?	2011-03-03	3a	3	3
HCV/3A_ILBSRAS7/JQ717258/INDIA/2011	JQ717258	ncbi	India	?	?	2011-02-14	3a	3	3
HCV/3A_ILBSRAS8/JQ717259/INDIA/2010	JQ717259	ncbi	India	?	?	2010-12-09	3a	3	3
HCV/3A_ILBSRAS9/JQ717260/INDIA/2008	JQ717260	ncbi	India	?	?	2008-09-24	3a	3	3
HCV/PATIENT_229/JF509175/UNITED-KINGDOM/2006	JF509175	ncbi	United Kingdom	?	?	2006-05-22	?	?	3
HCV/PATIENT_290/JF509176/UNITED-KINGDOM/2006	JF509176	ncbi	United Kingdom	?	?	2006-05-15	?	?	3
HCV/PATIENT_387/JF509177/UNITED-KINGDOM/2006	JF509177	ncbi	United Kingdom	?	?	2006-04-24	?	?	3
3_NCVI/PK1	JN588558	ncbi	Pakistan	?	?	2009-12-XX	?	?	3
HCV/LEX/JN120912/FRANCE/2003	JN120912	ncbi	France	?	?	2003-XX-XX	?	?	1
RF8_2/1A	JF779679	ncbi	USA	?	?	2010-07-09	?	?	?
HCV/CYHCV037/HQ537005/CYPRUS/2005	HQ537005	ncbi	Cyprus	?	?	2005-05-15	?	?	?
HCV/CYHCV093/HQ537006/CYPRUS/2007	HQ537006	ncbi	Cyprus	?	?	2007-03-06	?	?	?
HCV/1B_BARCELONA_HCV1/HQ719473/UNKNOWN/2008	HQ719473	ncbi	?	?	?	2008-03-12	1b	1	1
HCV/3A/GQ275355/INDIA/2003	GQ275355	ncbi	India	?	?	2003-10-XX	3a	3	3
HCV/3A_PR87/HQ912953/CHINA/2008	HQ912953	ncbi	China	?	?	2008-03-18	3a	3	3
HCV/6A_PR58/HQ912954/CHINA/2008	HQ912954	ncbi	China	?	?	2008-12-28	6a	6	6
HCV/6A_PR144/HQ912955/CHINA/2008	HQ912955	ncbi	China	?	?	2008-12-11	6a	6	6
HCV/1B_PR26/HQ912956/CHINA/2007	HQ912956	ncbi	China	?	?	2007-08-30	1b	1	1
HCV/1B_PR50/HQ912957/CHINA/2007	HQ912957	ncbi	China	?	?	2007-11-28	1b	1	1
HCV/1B_PR52/HQ912958/CHINA/2007	HQ912958	ncbi	China	?	?	2007-12-20	1b	1	1
HCV/1B_PR79/HQ912959/CHINA/2008	HQ912959	ncbi	China	?	?	2008-02-14	1b	1	1
HCV/1B_LB/HQ110091/USA/1996	HQ110091	ncbi	USA	?	?	1996-10-XX	1b	1	1
HCV/PK-1/GU294484/PAKISTAN/2008	GU294484	ncbi	Pakistan	?	?	2008-09-20	?	?	3
HCV/1B_H1/GU451218/CHINA/2003	GU451218	ncbi	China	?	?	2003-08-01	1b	1	1
HCV/1B_H3/GU451219/CHINA/2004	GU451219	ncbi	China	?	?	2004-07-28	1b	1	1
HCV/1B_H4/GU451220/CHINA/2008	GU451220	ncbi	China	?	?	2008-08-05	1b	1	1
HCV/1B_S1/GU451221/CHINA/2003	GU451221	ncbi	China	?	?	2003-08-01	1b	1	1
HCV/1B_S2/GU451222/CHINA/2003	GU451222	ncbi	China	?	?	2003-10-29	1b	1	1
HCV/1B_S3/GU451223/CHINA/2004	GU451223	ncbi	China	?	?	2004-07-28	1b	1	1
HCV/1B_S4/GU451224/CHINA/2008	GU451224	ncbi	China	?	?	2008-08-05	1b	1	1
1A_HCV-1A/US/BID-V12/2004	EU862828	ncbi	USA	 Massachusetts	?	2004-XX-XX	1a	1	?
1A_HCV-1A/US/BID-V15/2005	EU862829	ncbi	USA	 Massachusetts	?	2005-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V400/2006	EU862831	ncbi	USA	 Massachusetts	?	2006-XX-XX	1a	1	1
1A_HCV-1A/DE/BID-V27/2003	EU862832	ncbi	Germany	?	?	2003-XX-XX	1a	1	1
1A_HCV-1A/DE/BID-V30/2004	EU862833	ncbi	Germany	?	?	2004-XX-XX	1a	1	1
1A_HCV-1A/DE/BID-V37/2004	EU862834	ncbi	Germany	?	?	2004-XX-XX	1a	1	1
1A_HCV-1A/CH/BID-V244/2003	EU862836	ncbi	Switzerland	?	?	2003-XX-XX	1a	1	1
1B_HCV-1B/CH/BID-V304/2004	EU862837	ncbi	Switzerland	?	?	2004-XX-XX	1b	1	1
1A_HCV-1A/US/BID-V165/1992	EU862838	ncbi	USA	?	?	1992-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V175/1990	EU862839	ncbi	USA	?	?	1990-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V40/2003	EU862840	ncbi	USA	 Tennessee	?	2003-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V48/2003	EU862841	ncbi	USA	 Tennessee	?	2003-XX-XX	1a	1	1
HCV/3A_PATIENT_299/GQ356200/UNITED-KINGDOM/2006	GQ356200	ncbi	United Kingdom	?	?	2006-04-24	3a	3	3
HCV/3A_PATIENT_275/GQ356201/UNITED-KINGDOM/2006	GQ356201	ncbi	United Kingdom	?	?	2006-05-08	3a	3	3
HCV/3A_PATIENT_115/GQ356202/UNITED-KINGDOM/2006	GQ356202	ncbi	United Kingdom	?	?	2006-01-23	3a	3	3
HCV/3A_PATIENT_128/GQ356203/UNITED-KINGDOM/2006	GQ356203	ncbi	United Kingdom	?	?	2006-01-19	3a	3	3
HCV/3A_PATIENT_140/GQ356204/UNITED-KINGDOM/2005	GQ356204	ncbi	United Kingdom	?	?	2005-12-05	3a	3	3
HCV/3A_PATIENT_234/GQ356205/UNITED-KINGDOM/2006	GQ356205	ncbi	United Kingdom	?	?	2006-07-10	3a	3	3
HCV/3A_PATIENT_297/GQ356207/UNITED-KINGDOM/2006	GQ356207	ncbi	United Kingdom	?	?	2006-05-15	3a	3	3
HCV/3A_PATIENT_298/GQ356208/UNITED-KINGDOM/2006	GQ356208	ncbi	United Kingdom	?	?	2006-05-15	3a	3	3
HCV/3A_PATIENT_135/GQ356209/UNITED-KINGDOM/2006	GQ356209	ncbi	United Kingdom	?	?	2006-02-13	3a	3	3
HCV/3A_PATIENT_294/GQ356210/UNITED-KINGDOM/2006	GQ356210	ncbi	United Kingdom	?	?	2006-07-03	3a	3	3
HCV/3A_PATIENT_274/GQ356211/UNITED-KINGDOM/2006	GQ356211	ncbi	United Kingdom	?	?	2006-05-08	3a	3	3
HCV/3A_PATIENT_301/GQ356212/UNITED-KINGDOM/2007	GQ356212	ncbi	United Kingdom	?	?	2007-01-30	3a	3	3
HCV/3A_PATIENT_288/GQ356213/UNITED-KINGDOM/2006	GQ356213	ncbi	United Kingdom	?	?	2006-05-22	3a	3	3
HCV/3A_PATIENT_331/GQ356214/UNITED-KINGDOM/2006	GQ356214	ncbi	United Kingdom	?	?	2006-11-10	3a	3	3
HCV/3A_PATIENT_219/GQ356215/UNITED-KINGDOM/2006	GQ356215	ncbi	United Kingdom	?	?	2006-07-03	3a	3	3
HCV/3A_PATIENT_99/GQ356216/UNITED-KINGDOM/2003	GQ356216	ncbi	United Kingdom	?	?	2003-02-04	3a	3	3
HCV/3A_PATIENT_129/GQ356217/UNITED-KINGDOM/2006	GQ356217	ncbi	United Kingdom	?	?	2006-02-09	3a	3	3
HCV/D11/FJ515016/TAIWAN/2004	FJ515016	ncbi	Taiwan	?	?	2004-XX-XX	?	?	6
HCV/D75/FJ515040/TAIWAN/2004	FJ515040	ncbi	Taiwan	?	?	2004-XX-XX	?	?	6
HCV/D127/FJ515073/TAIWAN/2004	FJ515073	ncbi	Taiwan	?	?	2004-XX-XX	?	?	1
HCV/D130/FJ515076/TAIWAN/2004	FJ515076	ncbi	Taiwan	?	?	2004-XX-XX	?	?	2
HCV/D131/FJ515077/TAIWAN/2004	FJ515077	ncbi	Taiwan	?	?	2004-XX-XX	?	?	?
HCV/D176/FJ515090/TAIWAN/2005	FJ515090	ncbi	Taiwan	?	?	2005-XX-XX	?	?	6
HCV/D186/FJ515096/TAIWAN/2005	FJ515096	ncbi	Taiwan	?	?	2005-XX-XX	?	?	1
HCV/D252/FJ515105/TAIWAN/2005	FJ515105	ncbi	Taiwan	?	?	2005-XX-XX	?	?	1
HCV/D291/FJ515122/TAIWAN/2005	FJ515122	ncbi	Taiwan	?	?	2005-XX-XX	?	?	?
HCV/D325/FJ515129/TAIWAN/2005	FJ515129	ncbi	Taiwan	?	?	2005-XX-XX	?	?	6
HCV/D455/FJ515149/TAIWAN/2005	FJ515149	ncbi	Taiwan	?	?	2005-XX-XX	?	?	6
M21-2K/1B	FJ821465	ncbi	France	?	?	2007-02-XX	?	?	?
1A_HCV-1A/US/BID-V2147/2002	GQ149768	ncbi	USA	 Massachusetts	?	2002-XX-XX	1a	1	1
1B_HCV-1B/US/BID-V2148/1999	FJ478453	ncbi	USA	 Massachusetts	?	1999-XX-XX	1b	1	1
1A_HCV-1A/US/BID-V1745/2008	FJ390394	ncbi	USA	?	?	2008-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V1747/2008	FJ390395	ncbi	USA	?	?	2008-XX-XX	1a	1	1
1B_HCV-1B/US/BID-V1748/2007	FJ390396	ncbi	USA	?	?	2007-XX-XX	1b	1	1
1B_HCV-1B/US/BID-V1749/2008	FJ390397	ncbi	USA	?	?	2008-XX-XX	1b	1	1
1B_HCV-1B/US/BID-V1750/2008	FJ390398	ncbi	USA	?	?	2008-XX-XX	1b	1	1
1A_HCV-1A/US/BID-V1751/2007	FJ390399	ncbi	USA	?	?	2007-XX-XX	1a	1	?
1A_HCV-1A/US/BID-V1746/2008	FJ410172	ncbi	USA	?	?	2008-XX-XX	1a	1	1
1A_HCV-1A/DE/BID-V24/2003	EU862823	ncbi	Germany	?	?	2003-XX-XX	1a	1	1
1A_HCV-1A/DE/BID-V31/2004	EU862824	ncbi	Germany	?	?	2004-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V198/1989	EU862826	ncbi	USA	?	?	1989-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V218/1993	EU862827	ncbi	USA	?	?	1993-XX-XX	1a	1	1
1B_HCV-1B/US/BID-V509/2001	EU862835	ncbi	USA	?	?	2001-XX-XX	1b	1	1
1A_HCV-1A/US/BID-V1706/2007	FJ181999	ncbi	USA	?	?	2007-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V1712/2007	FJ182000	ncbi	USA	?	?	2007-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V1716/2007	FJ182001	ncbi	USA	?	?	2007-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V1709/2007	FJ205867	ncbi	USA	?	?	2007-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V1714/2007	FJ205868	ncbi	USA	?	?	2007-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V1720/2006	FJ205869	ncbi	USA	?	?	2006-XX-XX	1a	1	1
1B_HCV-1B/US/BID-V1704/2007	FJ024086	ncbi	USA	?	?	2007-XX-XX	1b	1	1
1A_HCV-1A/US/BID-V1705/2007	FJ024087	ncbi	USA	?	?	2007-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V1707/2007	FJ024274	ncbi	USA	?	?	2007-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V1708/2007	FJ024275	ncbi	USA	?	?	2007-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V1710/2007	FJ024276	ncbi	USA	?	?	2007-XX-XX	1a	1	1
1B_HCV-1B/US/BID-V1711/2007	FJ024277	ncbi	USA	?	?	2007-XX-XX	1b	1	1
1A_HCV-1A/US/BID-V1713/2007	FJ024278	ncbi	USA	?	?	2007-XX-XX	1a	1	1
1B_HCV-1B/US/BID-V1715/2007	FJ024279	ncbi	USA	?	?	2007-XX-XX	1b	1	1
1A_HCV-1A/US/BID-V1717/2007	FJ024280	ncbi	USA	?	?	2007-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V1718/2007	FJ024281	ncbi	USA	?	?	2007-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V1719/2005	FJ024282	ncbi	USA	?	?	2005-XX-XX	1a	1	?
HCV/1B_WHU/EU857431/CHINA/2001	EU857431	ncbi	China	?	?	2001-05-10	1b	1	1
1B_HCV-1B/US/BID-V137/1991	EU255961	ncbi	USA	?	?	1991-XX-XX	1b	1	1
1B_HCV-1B/US/BID-V140/1991	EU255962	ncbi	USA	?	?	1991-XX-XX	1b	1	1
1A_HCV-1A/US/BID-V166/1992	EU255963	ncbi	USA	?	?	1992-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V167/1992	EU255964	ncbi	USA	?	?	1992-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V168/1990	EU255965	ncbi	USA	?	?	1990-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V170/1997	EU255966	ncbi	USA	?	?	1997-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V171/1997	EU255967	ncbi	USA	?	?	1997-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V173/1989	EU255968	ncbi	USA	?	?	1989-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V174/1992	EU255969	ncbi	USA	?	?	1992-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V176/1992	EU255970	ncbi	USA	?	?	1992-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V178/1990	EU255971	ncbi	USA	?	?	1990-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V180/1990	EU255973	ncbi	USA	?	?	1990-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V181/1992	EU255974	ncbi	USA	?	?	1992-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V183/1994	EU255975	ncbi	USA	?	?	1994-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V184/1992	EU255976	ncbi	USA	?	?	1992-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V187/1991	EU255977	ncbi	USA	?	?	1991-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V188/1991	EU255978	ncbi	USA	?	?	1991-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V189/1991	EU255979	ncbi	USA	?	?	1991-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V190/1990	EU255980	ncbi	USA	?	?	1990-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V191/1990	EU255981	ncbi	USA	?	?	1990-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V194/1990	EU255982	ncbi	USA	?	?	1990-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V195/1990	EU255983	ncbi	USA	?	?	1990-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V200/1990	EU255984	ncbi	USA	?	?	1990-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V201/1991	EU255985	ncbi	USA	?	?	1991-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V203/1989	EU255986	ncbi	USA	?	?	1989-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V205/1989	EU255987	ncbi	USA	?	?	1989-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V206/1995	EU255988	ncbi	USA	?	?	1995-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V208/1990	EU255989	ncbi	USA	?	?	1990-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V209/1992	EU255990	ncbi	USA	?	?	1992-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V210/1989	EU255991	ncbi	USA	?	?	1989-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V213/1992	EU255992	ncbi	USA	?	?	1992-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V102/2004	EU255993	ncbi	USA	 Tennessee	?	2004-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V103/2005	EU255994	ncbi	USA	 Tennessee	?	2005-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V106/2004	EU255995	ncbi	USA	 Tennessee	?	2004-XX-XX	1a	1	?
1A_HCV-1A/US/BID-V107/2003	EU255996	ncbi	USA	 Tennessee	?	2003-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V109/2003	EU255997	ncbi	USA	 Tennessee	?	2003-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V113/2001	EU255998	ncbi	USA	 Tennessee	?	2001-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V116/2002	EU255999	ncbi	USA	 Tennessee	?	2002-XX-XX	1a	1	1
1B_HCV-1B/US/BID-V143/2003	EU256000	ncbi	USA	 Tennessee	?	2003-XX-XX	1b	1	1
1B_HCV-1B/US/BID-V144/2002	EU256001	ncbi	USA	 Tennessee	?	2002-XX-XX	1b	1	1
1A_HCV-1A/US/BID-V41/2006	EU256002	ncbi	USA	 Tennessee	?	2006-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V444/2006	EU256003	ncbi	USA	 Tennessee	?	2006-XX-XX	1a	1	?
1A_HCV-1A/US/BID-V45/2005	EU256004	ncbi	USA	 Tennessee	?	2005-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V451/2006	EU256005	ncbi	USA	 Tennessee	?	2006-XX-XX	1a	1	?
1A_HCV-1A/US/BID-V452/2006	EU256006	ncbi	USA	 Tennessee	?	2006-XX-XX	1a	1	?
1A_HCV-1A/US/BID-V464/2006	EU256007	ncbi	USA	 Tennessee	?	2006-XX-XX	1a	1	?
1A_HCV-1A/US/BID-V47/2002	EU256008	ncbi	USA	 Tennessee	?	2002-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V49/2004	EU256009	ncbi	USA	 Tennessee	?	2004-XX-XX	1a	1	?
1A_HCV-1A/US/BID-V50/2002	EU256010	ncbi	USA	 Tennessee	?	2002-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V51/2004	EU256011	ncbi	USA	 Tennessee	?	2004-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V511/2006	EU256012	ncbi	USA	?	?	2006-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V53/2004	EU256013	ncbi	USA	 Tennessee	?	2004-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V56/2004	EU256014	ncbi	USA	 Tennessee	?	2004-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V57/2004	EU256015	ncbi	USA	 Tennessee	?	2004-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V58/2002	EU256016	ncbi	USA	 Tennessee	?	2002-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V59/2005	EU256017	ncbi	USA	 Tennessee	?	2005-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V60/2002	EU256018	ncbi	USA	 Tennessee	?	2002-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V61/2001	EU256019	ncbi	USA	 Tennessee	?	2001-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V62/2003	EU256020	ncbi	USA	 Tennessee	?	2003-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V64/2003	EU256021	ncbi	USA	 Tennessee	?	2003-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V65/2003	EU256022	ncbi	USA	 Tennessee	?	2003-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V67/2003	EU256023	ncbi	USA	 Tennessee	?	2003-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V72/2006	EU256024	ncbi	USA	 Tennessee	?	2006-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V79/2002	EU256025	ncbi	USA	 Tennessee	?	2002-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V82/2002	EU256026	ncbi	USA	 Tennessee	?	2002-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V83/2003	EU256027	ncbi	USA	 Tennessee	?	2003-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V84/2001	EU256028	ncbi	USA	 Tennessee	?	2001-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V85/2001	EU256029	ncbi	USA	 Tennessee	?	2001-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V87/2002	EU256030	ncbi	USA	 Tennessee	?	2002-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V89/2006	EU256031	ncbi	USA	 Tennessee	?	2006-XX-XX	1a	1	?
1A_HCV-1A/US/BID-V92/2003	EU256032	ncbi	USA	 Tennessee	?	2003-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V94/2005	EU256033	ncbi	USA	 Tennessee	?	2005-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V95/2006	EU256034	ncbi	USA	 Tennessee	?	2006-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V96/2004	EU256035	ncbi	USA	 Tennessee	?	2004-XX-XX	1a	1	?
1A_HCV-1A/US/BID-V97/2004	EU256036	ncbi	USA	 Tennessee	?	2004-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V98/2004	EU256037	ncbi	USA	 Tennessee	?	2004-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V99/2004	EU256038	ncbi	USA	 Tennessee	?	2004-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V16/2004	EU256039	ncbi	USA	 Massachusetts	?	2004-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V18/2004	EU256040	ncbi	USA	 Massachusetts	?	2004-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V2/2005	EU256041	ncbi	USA	 Massachusetts	?	2005-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V20/2005	EU256042	ncbi	USA	 Massachusetts	?	2005-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V3/2005	EU256043	ncbi	USA	 Massachusetts	?	2005-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V378/2001	EU256044	ncbi	USA	 Massachusetts	?	2001-XX-XX	1a	1	1
1B_HCV-1B/US/BID-V380/2003	EU256045	ncbi	USA	 Massachusetts	?	2003-XX-XX	1b	1	1
1A_HCV-1A/US/BID-V392/2006	EU256046	ncbi	USA	 Massachusetts	?	2006-XX-XX	1a	1	?
1A_HCV-1A/US/BID-V393/2006	EU256047	ncbi	USA	 Massachusetts	?	2006-XX-XX	1a	1	?
1A_HCV-1A/US/BID-V394/2006	EU256048	ncbi	USA	 Massachusetts	?	2006-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V395/2006	EU256049	ncbi	USA	 Massachusetts	?	2006-XX-XX	1a	1	?
1A_HCV-1A/US/BID-V397/2006	EU256050	ncbi	USA	 Massachusetts	?	2006-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V4/2005	EU256051	ncbi	USA	 Massachusetts	?	2005-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V403/2006	EU256052	ncbi	USA	 Massachusetts	?	2006-XX-XX	1a	1	?
1A_HCV-1A/US/BID-V440/2001	EU256053	ncbi	USA	 Massachusetts	?	2001-XX-XX	1a	1	1
1B_HCV-1B/US/BID-V443/2001	EU256054	ncbi	USA	 Massachusetts	?	2001-XX-XX	1b	1	1
1A_HCV-1A/US/BID-V6/2001	EU256055	ncbi	USA	 Massachusetts	?	2001-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V7/2003	EU256056	ncbi	USA	 Massachusetts	?	2003-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V702/2006	EU256057	ncbi	USA	?	?	2006-XX-XX	1a	1	?
1A_HCV-1A/US/BID-V8/2005	EU256058	ncbi	USA	 Massachusetts	?	2005-XX-XX	1a	1	1
1A_HCV-1A/CH/BID-V229/2006	EU256069	ncbi	Switzerland	?	?	2006-XX-XX	1a	1	1
1A_HCV-1A/CH/BID-V232/2003	EU256070	ncbi	Switzerland	?	?	2003-XX-XX	1a	1	1
1A_HCV-1A/CH/BID-V234/2004	EU256071	ncbi	Switzerland	?	?	2004-XX-XX	1a	1	1
1A_HCV-1A/CH/BID-V238/2005	EU256072	ncbi	Switzerland	?	?	2005-XX-XX	1a	1	1
1A_HCV-1A/CH/BID-V243/2002	EU256073	ncbi	Switzerland	?	?	2002-XX-XX	1a	1	1
1A_HCV-1A/CH/BID-V264/2005	EU256074	ncbi	Switzerland	?	?	2005-XX-XX	1a	1	1
1B_HCV-1B/CH/BID-V279/2004	EU256075	ncbi	Switzerland	?	?	2004-XX-XX	1b	1	1
1B_HCV-1B/CH/BID-V280/2004	EU256076	ncbi	Switzerland	?	?	2004-XX-XX	1b	1	1
1B_HCV-1B/CH/BID-V283/2005	EU256077	ncbi	Switzerland	?	?	2005-XX-XX	1b	1	1
1B_HCV-1B/CH/BID-V284/2005	EU256078	ncbi	Switzerland	?	?	2005-XX-XX	1b	1	1
1B_HCV-1B/CH/BID-V286/2005	EU256079	ncbi	Switzerland	?	?	2005-XX-XX	1b	1	1
1B_HCV-1B/CH/BID-V292/2002	EU256080	ncbi	Switzerland	?	?	2002-XX-XX	1b	1	1
1B_HCV-1B/CH/BID-V293/2002	EU256081	ncbi	Switzerland	?	?	2002-XX-XX	1b	1	1
1B_HCV-1B/CH/BID-V298/2005	EU256082	ncbi	Switzerland	?	?	2005-XX-XX	1b	1	1
1B_HCV-1B/CH/BID-V299/2005	EU256083	ncbi	Switzerland	?	?	2005-XX-XX	1b	1	1
1B_HCV-1B/CH/BID-V303/2003	EU256084	ncbi	Switzerland	?	?	2003-XX-XX	1b	1	1
1B_HCV-1B/CH/BID-V305/2003	EU256085	ncbi	Switzerland	?	?	2003-XX-XX	1b	1	1
1A_HCV-1A/CH/BID-V222/2003	EU255927	ncbi	Switzerland	?	?	2003-XX-XX	1a	1	1
1A_HCV-1A/CH/BID-V231/2003	EU255928	ncbi	Switzerland	?	?	2003-XX-XX	1a	1	1
1A_HCV-1A/CH/BID-V233/2004	EU255929	ncbi	Switzerland	?	?	2004-XX-XX	1a	1	1
1A_HCV-1A/CH/BID-V237/2005	EU255930	ncbi	Switzerland	?	?	2005-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V108/2003	EU255931	ncbi	USA	 Tennessee	?	2003-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V111/2005	EU255932	ncbi	USA	 Tennessee	?	2005-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V112/2003	EU255933	ncbi	USA	 Tennessee	?	2003-XX-XX	1a	1	1
1A_HCV-1A/US/BID-V453/2006	EU255934	ncbi	USA	 Tennessee	?	2006-XX-XX	1a	1	?
