strain	clade_membership	accession	date	source	country	original_annotated_genotype	original_annotated_subtype
HCV/1A_RYUKYU_HCV1A_20/LC209881/JAPAN/2015	1		2015-XX-XX	ncbi	Japan	1	1a
HCV/1A_V3330/JX463582/USA/2003	1		2003-04-23	ncbi	USA	1	1a
HCV/1A_V3220/JX463629/USA/2006	1		2006-05-08	ncbi	USA	1	1a
HCV/S152_20061120_NF_C13/MZ556895/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_B13/MZ556886/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_C17/MZ556898/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_B09/MZ556884/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_C20/MZ556900/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061020_NF_A02/MZ556841/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_A06/MZ556844/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061120_NF_C11/MZ556894/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_A16/MZ556876/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_C04/MZ556891/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_B07/MZ556882/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_B10/MZ556885/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_C14/MZ556896/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_B08/MZ556883/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_B03/MZ556878/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_B04/MZ556879/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_C09/MZ556893/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_B21/MZ556889/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_A09/MZ556873/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061020_NF_B28/MZ556870/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061120_NF_A15/MZ556875/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_B02/MZ556877/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_C15/MZ556897/USA/2006	1		2006-11-20	ncbi	USA		
HCV/BBAASH152/KX621463/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_A09/MZ556847/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061120_NF_C01/MZ556890/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_B05/MZ556880/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061020_NF_B15/MZ556863/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_A04/MZ556843/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_A18/MZ556853/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_B07/MZ556861/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_A24/MZ556856/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061120_NF_C23/MZ556901/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061020_NF_B13/MZ556862/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_A16/MZ556851/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_B01/MZ556857/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_A10/MZ556848/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_B16/MZ556864/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_B20/MZ556866/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_A03/MZ556842/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_A08/MZ556846/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061120_NF_B06/MZ556881/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061020_NF_B03/MZ556859/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_A07/MZ556845/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_A23/MZ556855/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_A17/MZ556852/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_A13/MZ556849/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_B21/MZ556867/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_B17/MZ556865/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_A21/MZ556854/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061020_NF_B05/MZ556860/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061120_NF_A05/MZ556871/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_B19/MZ556888/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061020_NF_B26/MZ556869/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061120_NF_B14/MZ556887/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061020_NF_B25/MZ556868/USA/2006	1		2006-10-20	ncbi	USA		
HCV/S152_20061120_NF_C18/MZ556899/USA/2006	1		2006-11-20	ncbi	USA		
HCV/S152_20061120_NF_A08/MZ556872/USA/2006	1		2006-11-20	ncbi	USA		
1A_HCV-1A/US/BID-V53/2004	1		2004-XX-XX	ncbi	USA	1	1a
HCV/UFOVT0083/KX621542/USA/2005	1		2005-10-11	ncbi	USA		
HCV/1A_V3342/JX463637/USA/2006	1		2006-10-17	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V450/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V402/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/BASLSH_89/KX621439/USA/2009	1		2009-03-18	ncbi	USA		
HCV/UFOHG0109/KX621512/USA/2006	1		2006-11-28	ncbi	USA		
HCV/UFOVT0012/KX621540/USA/2006	1		2006-11-28	ncbi	USA		
1A_HCV-1A/US/BID-V357/2004	1		2004-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V46/2003	1		2003-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V186/1990	1		1990-XX-XX	ncbi	USA	1	1a
HCV/1A_V2524/JX463563/USA/2003	1		2003-01-15	ncbi	USA	1	1a
HCV/1A_V2543/JX463616/USA/2005	1		2005-12-19	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V378/2001	1		2001-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V51/2004	1		2004-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V435/2005	1		2005-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V19/2004	1		2004-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V11/2004	1		2004-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V391/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V359/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V336/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/1A_RYUKYU_HCV1A_05/LC209867/JAPAN/2015	1		2015-XX-XX	ncbi	Japan	1	1a
HCV/1A_V2526/JX463565/USA/2003	1		2003-04-09	ncbi	USA	1	1a
HCV/1A_V3334/JX463633/USA/2006	1		2006-05-03	ncbi	USA	1	1a
HCV/1A_018/LC368326/JAPAN/2011	1		2011-XX-XX	ncbi	Japan	1	1a
1A_HCV-1A/US/BID-V508/2001	1		2001-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V327/2001	1		2001-XX-XX	ncbi	USA	1	1a
HCV/2001011/MT632169/ISRAEL/2017	1		2017-03-21	ncbi	Israel		
1A_HCV-1A/US/BID-V1705/2007	1		2007-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V1708/2007	1		2007-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V61/2001	1		2001-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V62/2003	1		2003-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V80/2002	1		2002-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V5/2004	1		2004-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V337/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/UFOSM0096/KX621526/USA/2007	1		2007-02-13	ncbi	USA		
HCV/UFOSM0047/KX621525/USA/2004	1		2004-02-17	ncbi	USA		
HCV/2000811_S/MT632156/ISRAEL/2016	1		2016-05-25	ncbi	Israel		
HCV/1A_V3204/JX463572/USA/2003	1		2003-01-22	ncbi	USA	1	1a
HCV/1A_V3219/JX463628/USA/2006	1		2006-03-13	ncbi	USA	1	1a
HCV/BBAASH551/KX621474/USA/2010	1		2010-01-19	ncbi	USA		
1A_HCV-1A/US/BID-V399/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V361/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/1A_RYUKYU_HCV1A_06/LC209868/JAPAN/2015	1		2015-XX-XX	ncbi	Japan	1	1a
1A_HCV-1A/US/BID-V505/2001	1		2001-XX-XX	ncbi	USA	1	1a
HCV/1A_V2522/JX463561/USA/2003	1		2003-01-10	ncbi	USA	1	1a
HCV/1A_V2512/JX463535/USA/2002	1		2002-01-23	ncbi	USA	1	1a
HCV/1A_V3336/JX463607/USA/2005	1		2005-01-12	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V72/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/1A_009/LC368317/JAPAN/2006	1		2006-XX-XX	ncbi	Japan	1	1a
1A_HCV-1A/US/BID-V88/2003	1		2003-XX-XX	ncbi	USA	1	1a
HCV/1A_V2504/JX463527/USA/2002	1		2002-08-20	ncbi	USA	1	1a
HCV/1A_V3195/JX463599/USA/2005	1		2005-08-22	ncbi	USA	1	1a
HCV/365467/MW690020/UNITED-KINGDOM/2013	1		2013-05-16	ncbi	United Kingdom		
1A_HCV-1A/DE/BID-V1563/2004	1		2004-XX-XX	ncbi	Germany	1	1a
1A_HCV-1A/US/BID-V430/2005	1		2005-XX-XX	ncbi	USA	1	1a
HCV/S180_20070221_FL_B01/OK553077/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_B06/OK553082/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_A13/OK553075/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_B03/OK553079/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_B10/OK553086/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_B05/OK553081/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_B12/OK553088/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_A02/OK553066/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20061027_FL_32/OK553025/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20070221_FL_A09/OK553071/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_B11/OK553087/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20071127_FL_A05/OK553096/USA/2007	1		2007-11-27	ncbi	USA		
HCV/S180_20071127_FL_C01/OK553098/USA/2007	1		2007-11-27	ncbi	USA		
HCV/S180_20071127_FL_A01/OK553092/USA/2007	1		2007-11-27	ncbi	USA		
HCV/S180_20071127_FL_A04/OK553095/USA/2007	1		2007-11-27	ncbi	USA		
HCV/S180_20071127_FL_A03/OK553094/USA/2007	1		2007-11-27	ncbi	USA		
HCV/S180_20071127_FL_A02/OK553093/USA/2007	1		2007-11-27	ncbi	USA		
HCV/S180_20071127_FL_B01/OK553097/USA/2007	1		2007-11-27	ncbi	USA		
HCV/S180_20070221_FL_B09/OK553085/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_A07/OK553069/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_B16/OK553091/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_A11/OK553073/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_B13/OK553089/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_B08/OK553084/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_A01/OK553065/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_A05/OK553068/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_B15/OK553090/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_A10/OK553072/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20061027_FL_20/OK553015/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061128_FL_20/OK553045/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061128_FL_17/OK553042/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061027_FL_02/OK552998/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061027_FL_22/OK553017/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061027_FL_16/OK553011/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061027_FL_01/OK552997/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061027_FL_07/OK553002/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061128_FL_36/OK553056/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061027_FL_33/OK553026/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20070221_FL_A08/OK553070/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_A12/OK553074/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_B07/OK553083/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_A14/OK553076/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_A04/OK553067/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_B04/OK553080/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20070221_FL_B02/OK553078/USA/2007	1		2007-02-21	ncbi	USA		
HCV/S180_20061128_FL_43/OK553061/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061128_FL_03/OK553031/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061128_FL_04/OK553032/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061128_FL_07/OK553035/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061027_FL_27/OK553022/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061128_FL_06/OK553034/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061128_FL_09/OK553037/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061027_FL_19/OK553014/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061027_FL_03/OK552999/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061128_FL_35/OK553055/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061027_FL_10/OK553005/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061027_FL_11/OK553006/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061128_FL_32/OK553052/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061027_FL_14/OK553009/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061027_FL_25/OK553020/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061128_FL_37/OK553057/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061128_FL_05/OK553033/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061027_FL_05/OK553001/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061128_FL_42/OK553060/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061128_FL_12/OK553040/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061128_FL_24/OK553049/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061128_FL_45/OK553062/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061027_FL_23/OK553018/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061128_FL_19/OK553044/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061128_FL_41/OK553059/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061027_FL_15/OK553010/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061128_FL_22/OK553047/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061128_FL_48/OK553064/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061128_FL_46/OK553063/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061027_FL_36/OK553028/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061128_FL_15/OK553041/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061027_FL_35/OK553027/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061027_FL_18/OK553013/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061128_FL_18/OK553043/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061128_FL_38/OK553058/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061128_FL_11/OK553039/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061128_FL_25/OK553050/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061128_FL_10/OK553038/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061027_FL_17/OK553012/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061027_FL_24/OK553019/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061027_FL_09/OK553004/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061128_FL_08/OK553036/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061027_FL_08/OK553003/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061027_FL_26/OK553021/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061128_FL_34/OK553054/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061128_FL_21/OK553046/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061027_FL_12/OK553007/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061027_FL_21/OK553016/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061128_FL_33/OK553053/USA/2006	1		2006-11-28	ncbi	USA		
HCV/S180_20061027_FL_28/OK553023/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061027_FL_04/OK553000/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061027_FL_13/OK553008/USA/2006	1		2006-10-27	ncbi	USA		
HCV/S180_20061027_FL_37/OK553029/USA/2006	1		2006-10-27	ncbi	USA		
1A_HCV-1A/US/BID-V2/2005	1		2005-XX-XX	ncbi	USA	1	1a
HCV/UFOHG0232/KX621514/USA/2001	1		2001-03-17	ncbi	USA		
1A_HCV-1A/US/BID-V52/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/1A_V3210/JX463578/USA/2004	1		2004-04-28	ncbi	USA	1	1a
HCV/1A_V3352/JX463553/USA/2003	1		2003-11-21	ncbi	USA	1	1a
HCV/1A_V3347/JX463612/USA/2006	1		2006-10-25	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V47/2002	1		2002-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V94/2005	1		2005-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V216/1990	1		1990-XX-XX	ncbi	USA	1	1a
HCV/2001206_S/MT632192/ISRAEL/2017	1		2017-07-16	ncbi	Israel		
1A_HCV-1A/CH/BID-V232/2003	1		2003-XX-XX	ncbi	Switzerland	1	1a
1A_HCV-1A/US/BID-V217/1989	1		1989-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V197/1989	1		1989-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V431/2002	1		2002-XX-XX	ncbi	USA	1	1a
HCV/UFORM0182/KX621524/USA/2011	1		2011-12-21	ncbi	USA		
HCV/1A_019/LC368327/JAPAN/2011	1		2011-XX-XX	ncbi	Japan	1	1a
HCV/1A_005/LC368313/JAPAN/2006	1		2006-XX-XX	ncbi	Japan	1	1a
HCV/1A_V3351/JX463584/USA/2003	1		2003-12-08	ncbi	USA	1	1a
HCV/1A_V3345/JX463638/USA/2006	1		2006-12-08	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V1746/2008	1		2008-XX-XX	ncbi	USA	1	1a
HCV/1A_V2507/JX463530/USA/2003	1		2003-02-05	ncbi	USA	1	1a
HCV/1A_V2534/JX463589/USA/2006	1		2006-02-20	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V41/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V59/2005	1		2005-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V18/2004	1		2004-XX-XX	ncbi	USA	1	1a
HCV/1A_V2502/JX463525/USA/2001	1		2001-09-12	ncbi	USA	1	1a
HCV/1A_V2530/JX463585/USA/2004	1		2004-08-30	ncbi	USA	1	1a
HCV/BBAASH30/KX621450/USA/2001	1		2001-11-01	ncbi	USA		
HCV/BBAASH111/KX621457/USA/2006	1		2006-04-06	ncbi	USA		
1A_HCV-1A/US/BID-V188/1991	1		1991-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V362/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V454/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V1706/2007	1		2007-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V179/1990	1		1990-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V390/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/1A_V3191/JX463550/USA/2004	1		2004-01-07	ncbi	USA	1	1a
HCV/1A_V2549/JX463595/USA/2007	1		2007-01-29	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V171/1997	1		1997-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V411/2003	1		2003-XX-XX	ncbi	USA	1	1a
HCV/HEP4756/KX621482/CANADA/2006	1		2006-09-12	ncbi	Canada		
1A_HCV-1A/US/BID-V403/2006	1		2006-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V438/2006	1		2006-XX-XX	ncbi	USA	1	1a
HCV/UFOHG0007/KX621509/USA/2000	1		2000-07-01	ncbi	USA		
HCV/UFOMN0347/KX621520/USA/2001	1		2001-10-31	ncbi	USA		
HCV/UFOXT0018/KX621544/USA/2011	1		2011-07-13	ncbi	USA		
HCV/HEP4994/KX621484/CANADA/2009	1		2009-10-15	ncbi	Canada		
HCV/HEP5068/KX621485/CANADA/2010	1		2010-01-11	ncbi	Canada		
1A_HCV-1A/US/BID-V187/1991	1		1991-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V90/2005	1		2005-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V1718/2007	1		2007-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V201/1991	1		1991-XX-XX	ncbi	USA	1	1a
HCV/UFOTL0238/KX621536/USA/2001	1		2001-08-20	ncbi	USA		
1A_HCV-1A/US/BID-V97/2004	1		2004-XX-XX	ncbi	USA	1	1a
HCV/1A_020/LC368328/JAPAN/2014	1		2014-XX-XX	ncbi	Japan	1	1a
1A_HCV-1A/US/BID-V1716/2007	1		2007-XX-XX	ncbi	USA	1	1a
HCV/AUS_133/KX621427/AUSTRALIA/2007	1		2007-10-24	ncbi	Australia		
HCV/P63_021008/MW675788/UNITED-KINGDOM/2008	1		2008-10-02	ncbi	United Kingdom		
HCV/P63_110609/MW675789/UNITED-KINGDOM/2009	1		2009-06-11	ncbi	United Kingdom		
1A_HCV-1A/US/BID-V214/1996	1		1996-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V423/2003	1		2003-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V425/2001	1		2001-XX-XX	ncbi	USA	1	1a
HCV/1A_V2514/JX463537/USA/2003	1		2003-07-16	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V183/1994	1		1994-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V175/1990	1		1990-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V210/1989	1		1989-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V49/2004	1		2004-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V169/1996	1		1996-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V178/1990	1		1990-XX-XX	ncbi	USA	1	1a
HCV/1A_V3182/JX463541/USA/2002	1		2002-06-05	ncbi	USA	1	1a
HCV/1A_V2531/JX463586/USA/2005	1		2005-06-27	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V332/2002	1		2002-XX-XX	ncbi	USA	1	1a
HCV/1A_V2519/JX463558/USA/2003	1		2003-01-21	ncbi	USA	1	1a
HCV/1A_V3217/JX463627/USA/2005	1		2005-11-14	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V326/2002	1		2002-XX-XX	ncbi	USA	1	1a
HCV/BBAASH14/KX621444/USA/2001	1		2001-12-13	ncbi	USA		
HCV/BBAASH38/KX621452/USA/2001	1		2001-09-18	ncbi	USA		
1A_HCV-1A/US/BID-V174/1992	1		1992-XX-XX	ncbi	USA	1	1a
HCV/G16_020415/MW715686/UNITED-KINGDOM/2015	1		2015-04-02	ncbi	United Kingdom		
1A_HCV-1A/DE/BID-V24/2003	1		2003-XX-XX	ncbi	Germany	1	1a
1A_HCV-1A/US/BID-V212/1990	1		1990-XX-XX	ncbi	USA	1	1a
HCV/1A_004/LC368312/JAPAN/2004	1		2004-XX-XX	ncbi	Japan	1	1a
1A_HCV-1A/US/BID-V322/2002	1		2002-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V330/2002	1		2002-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V38/2004	1		2004-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V3/2005	1		2005-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V50/2002	1		2002-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V1713/2007	1		2007-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/DE/BID-V27/2003	1		2003-XX-XX	ncbi	Germany	1	1a
HCV/1A_V3184/JX463543/USA/2003	1		2003-04-15	ncbi	USA	1	1a
HCV/1A_V3198/JX463602/USA/2006	1		2006-04-25	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V189/1991	1		1991-XX-XX	ncbi	USA	1	1a
1A_HCV-1A/US/BID-V195/1990	1		1990-XX-XX	ncbi	USA	1	1a
